loan_id,orig_balance,current_balance,coupon,fico,ltv,dti,seasoning_mo,remaining_term_mo,state,property_type,originator,servicer,base_cpr,base_cdr
L100560,236868.84,232374.69,7.309,735,81.7,35.9,23,337,NC,SFR,Apex Funding,Summit Loan Servicing,0.06,0.008
L100561,272938.92,262516.57,7.393,718,65.2,22.1,44,316,FL,SFR,Meridian Home Loans,Northgate Servicing,0.06,0.008
L100562,247186.83,241474.03,5.995,788,77.8,39.7,22,338,TX,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.09684999999999999,0.008
L100563,185732.48,184214.83,6.591,808,71.3,32.4,9,351,OH,SFR,Apex Funding,Summit Loan Servicing,0.066135,0.008
L100564,332722.67,319349.89,5.312,777,80.0,46.1,33,327,FL,2-4 Unit,Apex Funding,Northgate Servicing,0.14439999999999997,0.008
L100565,314517.32,313497.95,5.594,663,75.4,40.7,3,357,NY,SFR,Apex Funding,Northgate Servicing,0.06702999999999999,0.012553333333333333
L100566,229606.69,225929.2,6.512,726,37.1,45.4,17,343,GA,SFR,Meridian Home Loans,Northgate Servicing,0.07382666666666668,0.008
L100567,193199.64,187244.24,6.428,739,76.1,27.9,31,329,TX,Condo,Apex Funding,Summit Loan Servicing,0.0886,0.008
L100568,294180.78,290239.68,5.53,615,81.7,33.0,12,348,CA,SFR,Meridian Home Loans,Summit Loan Servicing,0.0794,0.01747
L100569,259312.91,251229.51,5.756,741,79.4,26.1,28,332,IL,SFR,Coastal Mortgage Co,Northgate Servicing,0.11805333333333332,0.008
L100570,146262.09,142526.01,5.441,820,72.8,30.4,22,338,WA,SFR,Meridian Home Loans,Pier Asset Mgmt,0.11716333333333334,0.008
L100571,237092.8,226782.83,6.81,750,93.7,46.0,45,315,GA,Condo,Apex Funding,Pier Asset Mgmt,0.06950000000000002,0.008
L100572,266122.64,261208.25,4.629,796,77.7,47.9,14,346,GA,SFR,Apex Funding,Pier Asset Mgmt,0.11532333333333335,0.008
L100573,177212.85,168001.04,5.49,725,79.3,26.8,43,317,NC,SFR,Highline Capital,Northgate Servicing,0.1355,0.008
L100574,259482.67,249057.24,4.723,711,86.5,32.3,30,330,OH,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.17385,0.008303333333333333
L100575,145919.76,140946.32,6.777,736,78.4,35.4,36,324,OH,SFR,Meridian Home Loans,Northgate Servicing,0.07114999999999999,0.008
L100576,387575.19,383639.65,4.778,670,63.2,40.7,8,352,CA,Multifamily,Meridian Home Loans,Pier Asset Mgmt,0.08962666666666667,0.010633333333333335
L100577,375788.77,375444.34,6.429,662,44.7,21.9,1,359,GA,SFR,Highline Capital,Northgate Servicing,0.06095166666666666,0.00833
L100578,222263.51,216268.28,7.876,785,68.3,23.2,35,325,GA,2-4 Unit,Highline Capital,Northgate Servicing,0.06,0.008
L100579,275738.72,271072.19,7.906,790,83.1,39.9,23,337,FL,SFR,Meridian Home Loans,Northgate Servicing,0.06,0.008
L100580,104456.64,102438.72,4.775,660,69.8,20.4,15,345,WA,SFR,Apex Funding,Pier Asset Mgmt,0.11562499999999999,0.01094
L100581,161988.13,155126.97,6.669,768,83.6,32.4,43,317,FL,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.07655000000000002,0.008
L100582,219076.74,215112.54,5.51,710,75.8,37.3,16,344,OH,Condo,Coastal Mortgage Co,Pier Asset Mgmt,0.09973333333333334,0.008
L100583,166833.81,162690.9,5.326,734,89.5,39.3,21,339,TX,Multifamily,Apex Funding,Northgate Servicing,0.11859,0.008
L100584,311775.54,271737.01,6.298,740,70.5,34.9,35,145,NC,SFR,Highline Capital,Pier Asset Mgmt,0.09509999999999999,0.008
L100585,488479.99,469246.04,7.505,770,79.6,33.1,46,314,AZ,SFR,Meridian Home Loans,Pier Asset Mgmt,0.06,0.008
L100586,160843.13,154351.37,6.94,720,80.1,42.8,43,317,GA,SFR,Highline Capital,Pier Asset Mgmt,0.06299999999999997,0.008
L100587,181115.06,174818.28,5.756,793,92.0,38.3,31,329,TX,SFR,Meridian Home Loans,Pier Asset Mgmt,0.12219999999999999,0.008
L100588,263657.69,262350.89,7.035,732,53.5,30.8,6,354,TX,SFR,Apex Funding,Summit Loan Servicing,0.06,0.008
L100589,426723.12,423246.44,4.381,749,68.5,36.3,6,354,NC,2-4 Unit,Meridian Home Loans,Northgate Servicing,0.08618999999999999,0.008
L100590,158287.61,152365.27,5.722,669,84.2,39.1,33,327,OH,SFR,Meridian Home Loans,Summit Loan Servicing,0.12389999999999998,0.012726666666666667
L100591,264914.56,257780.53,5.658,820,92.6,49.7,24,336,GA,Condo,Meridian Home Loans,Northgate Servicing,0.11367999999999998,0.008
L100592,459298.04,456326.86,6.47,741,76.9,42.3,7,353,TX,2-4 Unit,Highline Capital,Pier Asset Mgmt,0.06618333333333333,0.008
L100593,136200.63,131533.17,6.217,754,70.5,45.7,33,327,AZ,SFR,Apex Funding,Pier Asset Mgmt,0.09915000000000002,0.008
L100594,155069.05,147659.11,6.273,627,83.1,31.1,45,315,IL,SFR,Apex Funding,Summit Loan Servicing,0.08635000000000002,0.016283333333333334
L100595,209344.75,206502.44,6.243,670,84.4,31.8,4,176,CA,2-4 Unit,Meridian Home Loans,Pier Asset Mgmt,0.06504666666666667,0.01216
L100596,202358.07,173333.75,6.42,783,69.7,34.1,39,141,NY,SFR,Highline Capital,Summit Loan Servicing,0.089,0.008
L100597,322678.08,317862.24,6.886,731,78.0,34.9,17,343,FL,SFR,Highline Capital,Summit Loan Servicing,0.06323,0.008
L100598,264231.5,259494.99,6.534,610,88.2,27.9,19,341,WA,2-4 Unit,Coastal Mortgage Co,Northgate Servicing,0.06475666666666667,0.01828
L100599,130452.35,125773.65,6.144,772,96.7,46.1,34,326,WA,SFR,Highline Capital,Summit Loan Servicing,0.1028,0.008
L100600,290800.76,287708.66,6.762,685,82.9,43.1,12,348,TX,2-4 Unit,Meridian Home Loans,Pier Asset Mgmt,0.06476000000000001,0.011263333333333334
L100601,198364.47,197073.55,7.144,793,74.5,33.6,8,352,GA,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.008
L100602,379290.06,359478.78,5.9,710,73.4,41.1,46,314,CA,SFR,Meridian Home Loans,Summit Loan Servicing,0.11499999999999999,0.008
L100603,194919.97,191700.12,6.347,726,80.7,37.8,17,343,IL,SFR,Meridian Home Loans,Pier Asset Mgmt,0.07850166666666665,0.008
L100604,194305.05,193113.26,7.446,780,72.6,41.8,8,352,TX,SFR,Highline Capital,Summit Loan Servicing,0.06,0.008
L100605,293430.49,255775.52,5.408,666,76.3,25.2,33,147,AZ,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.1396,0.01131
L100606,317116.43,314707.79,8.024,660,61.3,34.8,11,349,CA,SFR,Apex Funding,Pier Asset Mgmt,0.06,0.01105
L100607,284029.9,270852.62,5.195,704,89.6,35.5,37,323,WA,SFR,Highline Capital,Summit Loan Servicing,0.15025,0.009526666666666666
L100608,134597.07,134066.14,6.089,760,60.3,41.0,4,356,FL,SFR,Highline Capital,Northgate Servicing,0.06607333333333333,0.008
L100609,293112.58,284702.52,5.545,642,68.8,31.0,25,335,FL,SFR,Coastal Mortgage Co,Northgate Servicing,0.11062500000000001,0.013346666666666666
L100610,169057.16,166927.65,8.369,623,75.2,16.0,19,341,OH,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.049999999999999996,0.014886666666666668
L100611,263641.8,250312.8,5.947,760,97.0,27.3,45,315,WA,SFR,Meridian Home Loans,Pier Asset Mgmt,0.11265,0.008
L100612,147516.15,143579.7,5.949,682,68.9,35.5,25,335,CA,SFR,Highline Capital,Pier Asset Mgmt,0.10379166666666667,0.009656666666666668
L100613,283853.28,270142.16,6.066,693,66.0,36.5,44,316,TX,SFR,Highline Capital,Pier Asset Mgmt,0.10670000000000002,0.008333333333333333
L100614,183082.18,181030.38,6.486,613,67.4,49.5,12,348,OH,SFR,Apex Funding,Summit Loan Servicing,0.06028000000000001,0.01734
L100615,154984.11,142130.54,6.104,678,93.9,40.7,23,157,WA,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.09434666666666666,0.012903333333333334
L100616,311712.65,266566.25,6.28,715,40.3,36.7,39,141,IL,SFR,Highline Capital,Pier Asset Mgmt,0.09599999999999999,0.008
L100617,264230.1,260869.22,3.5,766,62.0,35.7,8,352,TX,Condo,Coastal Mortgage Co,Summit Loan Servicing,0.1,0.008
L100618,195850.74,187004.62,6.451,673,97.0,44.8,44,316,TX,Condo,Coastal Mortgage Co,Northgate Servicing,0.08745000000000001,0.013986666666666668
L100619,403492.27,388367.77,6.416,806,81.1,31.3,37,323,FL,SFR,Highline Capital,Northgate Servicing,0.08919999999999997,0.008
L100620,208099.51,202476.99,7.335,677,60.7,34.9,32,328,NC,2-4 Unit,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.009296666666666667
L100621,245545.53,243316.32,7.578,677,73.5,27.3,12,348,CA,SFR,Highline Capital,Northgate Servicing,0.06,0.01007
L100622,266764.01,255813.16,6.231,800,74.8,47.4,39,321,NC,SFR,Meridian Home Loans,Summit Loan Servicing,0.09845000000000001,0.008
L100623,195461.15,188440.13,7.135,727,84.2,39.1,40,320,OH,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.008
L100624,286329.26,281732.81,5.409,685,96.1,30.3,14,346,TX,SFR,Coastal Mortgage Co,Northgate Servicing,0.09712333333333334,0.011729999999999999
L100625,201449.03,196526.37,7.091,706,78.7,35.1,28,332,WA,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.00821
L100626,210223.51,209578.59,5.885,789,67.5,40.1,3,357,WA,SFR,Highline Capital,Summit Loan Servicing,0.065575,0.008
L100627,391180.72,382443.81,5.334,796,83.4,34.0,19,341,FL,Condo,Coastal Mortgage Co,Pier Asset Mgmt,0.11275666666666667,0.008
L100628,168686.1,167377.85,6.233,670,65.6,31.7,8,352,TX,SFR,Highline Capital,Northgate Servicing,0.07022666666666667,0.010273333333333332
L100629,104352.19,102149.93,7.66,713,61.6,30.8,27,333,NY,SFR,Meridian Home Loans,Northgate Servicing,0.06,0.008
L100630,426696.36,416081.42,6.563,720,52.9,38.7,26,334,FL,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.07893666666666668,0.008
L100631,592594.0,580787.86,7.747,661,55.2,33.1,26,334,FL,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.010226666666666669
L100632,210692.66,203072.46,5.726,712,63.2,32.4,32,328,WA,SFR,Apex Funding,Northgate Servicing,0.1237,0.008
L100633,123266.84,118517.06,7.343,715,59.9,25.3,44,316,TX,SFR,Meridian Home Loans,Northgate Servicing,0.06,0.008
L100634,217799.59,215503.05,5.813,778,77.8,36.6,10,350,NY,SFR,Coastal Mortgage Co,Northgate Servicing,0.07978333333333333,0.008
L100635,219656.88,217456.05,6.603,781,59.6,34.6,11,349,AZ,SFR,Apex Funding,Summit Loan Servicing,0.06727833333333333,0.008
L100636,227186.53,218792.62,6.595,697,36.3,33.4,11,169,CA,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.067425,0.008
L100637,164442.16,157696.91,6.995,703,61.5,37.6,44,316,CA,Multifamily,Highline Capital,Northgate Servicing,0.06024999999999999,0.008
L100638,297403.89,296077.62,6.626,752,68.3,42.0,5,355,NY,2-4 Unit,Coastal Mortgage Co,Pier Asset Mgmt,0.06311666666666667,0.008
L100639,291728.13,289671.27,5.735,683,66.7,41.6,2,178,WA,SFR,Highline Capital,Northgate Servicing,0.06421666666666666,0.009743333333333335
L100640,143912.11,142984.29,7.192,747,92.2,40.4,8,352,OH,SFR,Meridian Home Loans,Northgate Servicing,0.06,0.008
L100641,310121.32,301353.44,7.958,710,66.6,34.1,37,323,WA,Condo,Highline Capital,Summit Loan Servicing,0.06,0.008
L100642,498042.03,482843.48,5.875,662,84.6,31.5,28,332,OH,Multifamily,Coastal Mortgage Co,Pier Asset Mgmt,0.1125,0.01296
L100643,257863.62,210614.43,4.748,662,73.8,27.6,44,136,TX,SFR,Meridian Home Loans,Summit Loan Servicing,0.17259999999999998,0.01162
L100644,215763.07,208686.18,6.849,795,73.5,31.3,10,170,IL,SFR,Apex Funding,Pier Asset Mgmt,0.06251666666666666,0.008
L100645,231029.08,226541.94,6.102,706,64.0,36.2,19,341,GA,Condo,Meridian Home Loans,Pier Asset Mgmt,0.08843666666666666,0.008
L100646,301142.81,292930.11,6.282,805,73.3,29.7,27,333,TX,SFR,Meridian Home Loans,Northgate Servicing,0.09231,0.008
L100647,132490.33,132043.53,6.901,687,64.8,36.8,4,356,WA,Condo,Apex Funding,Pier Asset Mgmt,0.06066,0.008833333333333334
L100648,257181.35,244592.04,5.989,731,76.0,28.3,44,316,NC,SFR,Highline Capital,Pier Asset Mgmt,0.11055000000000001,0.008
L100649,211787.27,203229.18,6.158,820,71.2,22.7,38,322,OH,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.10209999999999998,0.008
L100650,463582.09,460490.05,6.31,657,62.7,42.6,7,353,FL,Condo,Apex Funding,Summit Loan Servicing,0.05805,0.01201
L100651,228442.44,221073.69,7.723,611,85.9,32.2,40,320,AZ,Condo,Meridian Home Loans,Northgate Servicing,0.049999999999999996,0.018236666666666672
L100652,435286.91,425994.37,6.427,786,79.1,29.3,22,338,TX,SFR,Meridian Home Loans,Pier Asset Mgmt,0.08101000000000001,0.008
L100653,164998.35,155031.59,5.288,670,68.6,27.2,16,164,CA,2-4 Unit,Highline Capital,Summit Loan Servicing,0.10565333333333332,0.010273333333333332
L100654,298206.27,281444.56,5.324,714,75.7,39.4,45,315,NC,2-4 Unit,Meridian Home Loans,Pier Asset Mgmt,0.1438,0.008
L100655,271519.73,247686.84,6.525,683,73.0,47.0,25,155,CA,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.07979166666666665,0.010733333333333334
L100656,179123.98,176869.7,5.384,730,63.6,32.8,11,349,FL,Multifamily,Apex Funding,Summit Loan Servicing,0.08962666666666666,0.008
L100657,258354.68,245225.19,4.994,663,74.8,34.3,39,321,AZ,SFR,Meridian Home Loans,Pier Asset Mgmt,0.1603,0.012066666666666667
L100658,371157.43,359694.38,6.972,705,66.5,44.6,34,326,IL,SFR,Highline Capital,Northgate Servicing,0.061399999999999975,0.008
L100659,216787.5,214968.78,7.016,740,62.7,21.5,10,350,NY,2-4 Unit,Apex Funding,Northgate Servicing,0.06,0.008
L100660,134297.54,118394.87,6.069,660,54.5,51.7,32,148,FL,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.10655,0.011496666666666667
L100661,241313.7,234437.09,6.664,676,69.7,55.0,30,330,NC,2-4 Unit,Highline Capital,Northgate Servicing,0.07680000000000001,0.011636666666666667
L100662,177043.71,174922.0,6.569,696,80.8,14.3,13,347,WA,SFR,Apex Funding,Northgate Servicing,0.06933833333333334,0.008033333333333333
L100663,215384.63,211409.36,6.942,636,65.7,35.2,21,339,AZ,SFR,Apex Funding,Northgate Servicing,0.05202999999999999,0.013916666666666667
L100664,235966.3,227192.6,6.944,692,97.0,30.2,40,320,NY,SFR,Meridian Home Loans,Pier Asset Mgmt,0.0628,0.011113333333333333
L100665,133655.61,131916.0,4.055,722,84.6,33.9,9,351,IL,SFR,Meridian Home Loans,Summit Loan Servicing,0.104175,0.008
L100666,137932.48,120630.93,6.184,693,89.7,32.7,34,146,TX,2-4 Unit,Meridian Home Loans,Summit Loan Servicing,0.1008,0.010450000000000001
L100667,287426.77,276588.59,6.866,700,83.5,42.5,40,320,TX,SFR,Apex Funding,Northgate Servicing,0.06670000000000001,0.009783333333333333
L100668,202207.25,192131.08,6.031,714,96.2,35.1,45,315,FL,SFR,Highline Capital,Pier Asset Mgmt,0.10845000000000002,0.00916
L100669,98946.98,97437.28,6.433,679,64.6,28.7,16,344,NY,SFR,Highline Capital,Summit Loan Servicing,0.07512,0.009073333333333333
L100670,319558.43,316082.67,7.076,753,43.3,34.6,13,347,WA,SFR,Apex Funding,Pier Asset Mgmt,0.06,0.008
L100671,267086.92,255069.73,6.473,794,68.6,40.1,44,316,OH,SFR,Meridian Home Loans,Pier Asset Mgmt,0.08635000000000001,0.008
L100672,189121.29,185980.99,7.757,689,80.7,26.5,22,338,TX,Condo,Apex Funding,Pier Asset Mgmt,0.06,0.009536666666666667
L100673,153140.25,149754.27,7.414,742,75.8,22.8,27,333,NY,SFR,Apex Funding,Northgate Servicing,0.06,0.008
L100674,325309.65,317155.21,6.293,702,77.3,51.9,25,335,CA,SFR,Apex Funding,Summit Loan Servicing,0.08945833333333333,0.00959
L100675,274380.94,267413.33,6.222,735,89.9,30.9,25,335,CA,SFR,Apex Funding,Summit Loan Servicing,0.09241666666666665,0.008
L100676,559003.38,532933.65,3.835,801,78.6,34.9,30,330,NY,SFR,Apex Funding,Northgate Servicing,0.21000000000000002,0.008
L100677,281268.78,275507.74,6.106,743,83.6,32.8,20,340,WA,SFR,Apex Funding,Northgate Servicing,0.0898,0.008
L100678,278088.89,271706.55,5.182,617,62.7,40.4,19,341,TX,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.10756999999999999,0.015863333333333333
L100679,229022.43,224966.69,6.599,740,60.9,50.2,19,341,NC,SFR,Meridian Home Loans,Pier Asset Mgmt,0.07269833333333332,0.008
L100680,323149.89,313385.6,6.538,783,93.4,40.6,31,329,NY,SFR,Meridian Home Loans,Pier Asset Mgmt,0.08309999999999998,0.008
L100681,302180.51,291419.28,7.026,703,75.2,23.9,39,321,GA,SFR,Highline Capital,Northgate Servicing,0.06,0.008
L100682,376285.62,368339.91,7.657,770,66.5,24.9,27,333,OH,Condo,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.008
L100683,202306.06,195790.21,6.376,677,66.5,32.8,32,328,OH,SFR,Coastal Mortgage Co,Northgate Servicing,0.09119999999999998,0.009736666666666668
L100684,208481.87,205752.72,8.452,633,66.2,33.9,20,340,OH,2-4 Unit,Coastal Mortgage Co,Pier Asset Mgmt,0.049999999999999996,0.014180000000000002
L100685,205317.72,197882.9,6.609,723,65.5,22.2,37,323,IL,SFR,Meridian Home Loans,Pier Asset Mgmt,0.07955,0.008
L100686,320225.46,312927.08,5.221,618,58.6,42.6,19,341,CA,SFR,Highline Capital,Pier Asset Mgmt,0.106335,0.0155
L100687,410212.69,401477.72,5.894,702,56.0,27.3,20,340,WA,Condo,Meridian Home Loans,Summit Loan Servicing,0.09686666666666666,0.008
L100688,206778.99,206165.99,6.065,786,71.7,47.9,3,357,WA,SFR,Meridian Home Loans,Northgate Servicing,0.064675,0.008
L100689,209259.25,206919.73,6.933,610,66.9,50.6,13,347,OH,SFR,Coastal Mortgage Co,Northgate Servicing,0.051451666666666666,0.017663333333333336
L100690,271014.34,259872.02,5.547,645,87.3,34.0,35,325,IL,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.12265000000000002,0.015096666666666668
L100691,222789.68,221697.34,6.132,658,77.5,39.5,5,355,FL,Condo,Meridian Home Loans,Northgate Servicing,0.05723333333333334,0.013183333333333333
L100692,338818.14,335191.69,6.255,712,77.2,26.1,11,349,TX,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.07365833333333333,0.008
L100693,110401.38,105944.27,5.997,695,65.1,41.0,37,323,NY,2-4 Unit,Highline Capital,Summit Loan Servicing,0.11015,0.008343333333333333
L100694,181798.32,174892.91,7.13,792,72.5,32.0,42,318,NY,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.008
L100695,184638.34,181423.69,6.977,767,78.3,27.3,20,340,FL,SFR,Highline Capital,Pier Asset Mgmt,0.060766666666666656,0.008
L100696,107783.02,106068.17,7.45,742,82.6,33.7,20,340,WA,SFR,Coastal Mortgage Co,Pier Asset Mgmt,0.06,0.008
L100697,173290.83,168984.14,6.102,723,72.9,32.3,24,336,NC,SFR,Meridian Home Loans,Northgate Servicing,0.09591999999999999,0.008
L100698,176256.46,154145.73,7.482,737,86.9,33.4,37,143,FL,2-4 Unit,Meridian Home Loans,Summit Loan Servicing,0.06,0.008
L100699,226299.22,219945.6,5.172,668,74.1,43.6,23,337,NC,SFR,Highline Capital,Northgate Servicing,0.13007333333333337,0.012116666666666666
L100700,358447.71,354612.41,5.15,762,83.5,29.7,9,351,AZ,2-4 Unit,Coastal Mortgage Co,Northgate Servicing,0.08775,0.008
L100701,222844.34,217292.74,5.308,654,68.1,49.9,21,339,GA,SFR,Highline Capital,Summit Loan Servicing,0.10922,0.013336666666666667
L100702,169264.05,167338.88,6.408,761,52.2,25.4,12,348,WA,SFR,Highline Capital,Northgate Servicing,0.07183999999999999,0.008
L100703,238009.51,231536.4,7.482,780,77.2,48.9,33,327,WA,SFR,Meridian Home Loans,Pier Asset Mgmt,0.06,0.008
L100704,350533.22,347986.36,5.858,727,82.7,27.9,7,353,IL,Condo,Coastal Mortgage Co,Pier Asset Mgmt,0.07332333333333334,0.008
L100705,172545.18,167171.09,5.971,705,80.9,36.0,29,331,IL,SFR,Apex Funding,Pier Asset Mgmt,0.109735,0.00859
L100706,176539.3,175338.26,6.206,737,79.1,32.1,7,353,FL,SFR,Meridian Home Loans,Pier Asset Mgmt,0.06926333333333333,0.008
L100707,295224.73,282307.51,6.916,580,69.8,33.3,46,314,AZ,2-4 Unit,Highline Capital,Summit Loan Servicing,0.05419999999999998,0.019799999999999998
L100708,224686.72,217166.51,5.97,732,64.3,42.4,31,329,WA,SFR,Meridian Home Loans,Northgate Servicing,0.11150000000000002,0.008
L100709,304558.86,302371.69,5.92,709,80.6,48.0,7,353,NC,SFR,Highline Capital,Northgate Servicing,0.0726,0.00896
L100710,241644.67,227410.76,5.189,712,79.1,45.5,46,314,FL,Condo,Highline Capital,Summit Loan Servicing,0.15055000000000002,0.008343333333333333
L100711,310389.2,301294.58,5.885,754,67.3,32.8,27,333,GA,SFR,Apex Funding,Summit Loan Servicing,0.11017500000000001,0.008
L100712,169011.6,152788.72,7.46,711,87.3,37.5,29,151,AZ,SFR,Highline Capital,Northgate Servicing,0.06,0.00873
L100713,241776.83,241115.26,6.482,652,63.4,29.7,3,357,CA,SFR,Highline Capital,Pier Asset Mgmt,0.05258999999999999,0.011720000000000001
L100714,225541.28,223374.44,5.734,707,67.0,28.1,9,351,GA,2-4 Unit,Apex Funding,Summit Loan Servicing,0.07899,0.008
L100715,158647.2,153626.83,7.513,719,93.6,26.8,38,322,NC,SFR,Apex Funding,Northgate Servicing,0.06,0.008
L100716,140474.71,137155.27,5.873,721,84.4,32.5,22,338,GA,Condo,Coastal Mortgage Co,Summit Loan Servicing,0.10132333333333332,0.008
L100717,308665.1,301646.42,7.678,724,69.7,38.0,29,331,NC,Condo,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.008
L100718,214736.43,179821.82,7.663,772,77.4,20.7,47,133,OH,SFR,Highline Capital,Northgate Servicing,0.06,0.008
L100719,169770.35,166334.91,6.45,655,75.9,35.6,21,339,TX,SFR,Meridian Home Loans,Northgate Servicing,0.06924999999999999,0.013063333333333335
L100720,234764.31,229550.5,5.051,725,41.1,48.1,18,342,GA,Condo,Coastal Mortgage Co,Pier Asset Mgmt,0.11846999999999999,0.008
L100721,360341.19,350790.17,8.461,786,63.1,45.0,38,322,AZ,SFR,Apex Funding,Pier Asset Mgmt,0.06,0.008
L100722,109287.99,108908.35,6.749,620,73.4,31.3,4,356,OH,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.05167333333333333,0.016026666666666668
L100723,143799.67,132426.01,6.109,725,69.7,24.8,22,158,IL,SFR,Coastal Mortgage Co,Northgate Servicing,0.09267,0.008
L100724,175780.22,169434.86,7.261,683,77.0,39.7,41,319,WA,2-4 Unit,Apex Funding,Pier Asset Mgmt,0.06,0.010646666666666667
L100725,404906.96,401170.88,7.032,695,87.6,17.5,11,349,NY,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.06,0.009026666666666665
L100726,268043.74,264973.83,7.58,665,70.1,44.9,15,345,IL,SFR,Highline Capital,Pier Asset Mgmt,0.06,0.012103333333333332
L100727,317604.14,309639.61,5.804,706,61.3,34.3,23,337,OH,SFR,Meridian Home Loans,Pier Asset Mgmt,0.10584666666666666,0.008
L100728,162908.45,162335.68,6.687,816,77.9,50.7,4,356,IL,SFR,Coastal Mortgage Co,Summit Loan Servicing,0.062086666666666665,0.008
